2025-07-23 13:39:37.311 INFO [common.LoggingManager initialize] Logging system initialized
2025-07-23 13:39:37.342 INFO [client.ClientUI main] Starting Secure File Transfer Client application
2025-07-23 13:39:37.772 INFO [client.ClientUI lambda$main$25] Client UI initialized and displayed
2025-07-23 13:39:52.268 INFO [client.Client connect] Connected to server: localhost:9999
2025-07-23 13:39:52.270 INFO [common.LoggingManager logSecurity] [SECURITY] Established socket connection to localhost:9999
2025-07-23 13:39:52.270 INFO [common.LoggingManager logSecurity] [SECURITY] Creating user object with credentials for: Bob
2025-07-23 13:39:52.499 INFO [common.LoggingManager logSecurity] [SECURITY] Loading transfer history for user: Bob
2025-07-23 13:39:52.506 INFO [client.TransferHistory loadHistory] Loaded 2 transfer records from data/Bob_transfer_history.dat
2025-07-23 13:39:52.511 INFO [common.LoggingManager logTransfer] [TRANSFER:a99474ea-9c30-46cd-bc05-e081b7b9db0c] Loaded transfer record: File: Enterprice Software.pdf, Status: COMPLETED, From: Bob, To: Alice
2025-07-23 13:39:52.511 INFO [common.LoggingManager logTransfer] [TRANSFER:7c9933dd-ed5a-440d-a6bc-0d5bf0e6bd61] Loaded transfer record: File: Enterprice Software.pdf, Status: COMPLETED, From: Bob, To: Alice
2025-07-23 13:39:52.511 INFO [common.LoggingManager logSecurity] [SECURITY] Sending authentication request to server
2025-07-23 13:39:52.515 INFO [common.LoggingManager logSecurity] [SECURITY] Session token received: 257db5ec...
2025-07-23 13:39:52.516 INFO [common.LoggingManager logSecurity] [SECURITY] Session refresh timer started
2025-07-23 13:39:52.516 INFO [client.Client login] Logged in as: Bob
2025-07-23 13:39:52.517 INFO [common.LoggingManager logSecurity] [SECURITY] Authentication successful for user: Bob
2025-07-23 13:39:52.518 INFO [client.TransferHistory loadHistory] Loaded 2 transfer records from data/Bob_transfer_history.dat
2025-07-23 13:39:52.519 INFO [common.LoggingManager logTransfer] [TRANSFER:a99474ea-9c30-46cd-bc05-e081b7b9db0c] Loaded transfer record: File: Enterprice Software.pdf, Status: COMPLETED, From: Bob, To: Alice
2025-07-23 13:39:52.519 INFO [common.LoggingManager logTransfer] [TRANSFER:7c9933dd-ed5a-440d-a6bc-0d5bf0e6bd61] Loaded transfer record: File: Enterprice Software.pdf, Status: COMPLETED, From: Bob, To: Alice
2025-07-23 13:40:02.918 INFO [common.LoggingManager logSecurity] [SECURITY] Public key validation passed - RSA 2048 bits, exponent: 65537
2025-07-23 13:40:02.919 INFO [common.LoggingManager logSecurity] [SECURITY] Public key validation passed - RSA 2048 bits, exponent: 65537
2025-07-23 13:40:02.929 INFO [common.LoggingManager logSecurity] [SECURITY] Using validated public key for Alice, fingerprint: b46e6defaab9c2ed...
2025-07-23 13:40:11.430 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 446 of 847
2025-07-23 13:40:11.430 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.432 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.432 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: ef3ea79f...)
2025-07-23 13:40:11.432 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 446 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.444 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 447 of 847
2025-07-23 13:40:11.444 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.446 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.446 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: eea4942e...)
2025-07-23 13:40:11.446 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 447 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.458 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 448 of 847
2025-07-23 13:40:11.458 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.460 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.460 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: f519740b...)
2025-07-23 13:40:11.460 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 448 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.472 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 449 of 847
2025-07-23 13:40:11.472 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.473 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.473 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 76de96be...)
2025-07-23 13:40:11.473 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 449 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.486 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 450 of 847
2025-07-23 13:40:11.486 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.487 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.487 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 98afed09...)
2025-07-23 13:40:11.487 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 450 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.500 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 451 of 847
2025-07-23 13:40:11.500 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.501 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.501 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 9f0708fc...)
2025-07-23 13:40:11.501 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 451 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.514 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 452 of 847
2025-07-23 13:40:11.514 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.515 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.515 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: f40c3600...)
2025-07-23 13:40:11.515 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 452 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.527 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 453 of 847
2025-07-23 13:40:11.528 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.529 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.529 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: e1705626...)
2025-07-23 13:40:11.529 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 453 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.541 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 454 of 847
2025-07-23 13:40:11.541 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.542 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.542 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: f4acba58...)
2025-07-23 13:40:11.542 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 454 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.555 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 455 of 847
2025-07-23 13:40:11.555 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.556 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.556 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 0f6cc525...)
2025-07-23 13:40:11.556 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 455 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.569 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 456 of 847
2025-07-23 13:40:11.569 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.570 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.570 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 5f29b1a9...)
2025-07-23 13:40:11.571 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 456 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.583 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 457 of 847
2025-07-23 13:40:11.584 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.585 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.585 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 7cc627b5...)
2025-07-23 13:40:11.585 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 457 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.597 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 458 of 847
2025-07-23 13:40:11.597 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.598 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.598 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 5eedb6ec...)
2025-07-23 13:40:11.598 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 458 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.610 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 459 of 847
2025-07-23 13:40:11.610 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.612 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.612 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 9a5ecc62...)
2025-07-23 13:40:11.612 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 459 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.624 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 460 of 847
2025-07-23 13:40:11.624 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.625 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.625 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 37b7fe6f...)
2025-07-23 13:40:11.625 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 460 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.638 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 461 of 847
2025-07-23 13:40:11.638 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.639 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.639 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 0f2e58da...)
2025-07-23 13:40:11.639 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 461 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.652 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 462 of 847
2025-07-23 13:40:11.652 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.653 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.653 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: bbeef962...)
2025-07-23 13:40:11.653 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 462 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.665 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 463 of 847
2025-07-23 13:40:11.665 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.666 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.666 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: e73f4886...)
2025-07-23 13:40:11.666 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 463 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.679 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 464 of 847
2025-07-23 13:40:11.679 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.680 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.680 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 04be0f99...)
2025-07-23 13:40:11.680 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 464 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.693 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 465 of 847
2025-07-23 13:40:11.693 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.694 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.694 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 390ab62f...)
2025-07-23 13:40:11.694 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 465 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.707 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 466 of 847
2025-07-23 13:40:11.707 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.708 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.708 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 48524662...)
2025-07-23 13:40:11.708 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 466 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.721 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 467 of 847
2025-07-23 13:40:11.721 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.722 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.722 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: ee9dcb89...)
2025-07-23 13:40:11.722 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 467 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.735 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 468 of 847
2025-07-23 13:40:11.735 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.736 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.736 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 16240baf...)
2025-07-23 13:40:11.736 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 468 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.749 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 469 of 847
2025-07-23 13:40:11.749 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.750 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.750 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 97899e66...)
2025-07-23 13:40:11.750 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 469 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.762 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 470 of 847
2025-07-23 13:40:11.762 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.764 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.764 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 113fb50a...)
2025-07-23 13:40:11.764 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 470 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.776 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 471 of 847
2025-07-23 13:40:11.776 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.778 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.778 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 99e56c3c...)
2025-07-23 13:40:11.778 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 471 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.790 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 472 of 847
2025-07-23 13:40:11.790 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.791 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.791 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: d966faaa...)
2025-07-23 13:40:11.791 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 472 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.804 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 473 of 847
2025-07-23 13:40:11.804 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.805 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.805 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 9935ff9a...)
2025-07-23 13:40:11.805 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 473 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.818 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 474 of 847
2025-07-23 13:40:11.818 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.819 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.819 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 93e518be...)
2025-07-23 13:40:11.819 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 474 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.831 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 475 of 847
2025-07-23 13:40:11.832 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.833 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.833 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 5bdeeba3...)
2025-07-23 13:40:11.833 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 475 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.845 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 476 of 847
2025-07-23 13:40:11.845 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.846 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.846 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 4f6545d5...)
2025-07-23 13:40:11.846 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 476 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.859 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 477 of 847
2025-07-23 13:40:11.859 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.860 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.860 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: a26c00fd...)
2025-07-23 13:40:11.860 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 477 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.872 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 478 of 847
2025-07-23 13:40:11.872 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.873 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.873 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 10c6cbbc...)
2025-07-23 13:40:11.874 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 478 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:11.886 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 479 of 847
2025-07-23 13:40:11.886 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:11.887 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:11.887 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 9f16d650...)
