2025-06-23 16:59:09.369 INFO [common.LoggingManager initialize] Logging system initialized
2025-06-23 16:59:09.407 INFO [client.ClientUI main] Starting Secure File Transfer Client application
2025-06-23 16:59:10.521 INFO [client.ClientUI lambda$main$21] Client UI initialized and displayed
2025-06-23 17:00:06.468 INFO [client.Client connect] Connected to server: localhost:9999
2025-06-23 17:00:06.469 INFO [common.LoggingManager logSecurity] [SECURITY] Established socket connection to localhost:9999
2025-06-23 17:00:06.470 INFO [common.LoggingManager logSecurity] [SECURITY] Creating user object with credentials for: Pramitha
2025-06-23 17:00:06.670 INFO [common.LoggingManager logSecurity] [SECURITY] Loading transfer history for user: Pramitha
2025-06-23 17:00:06.679 INFO [client.TransferHistory loadHistory] Loaded 3 transfer records from data/Pramitha_transfer_history.dat
2025-06-23 17:00:06.681 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Loaded transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.681 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Loaded transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.681 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Loaded transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.682 INFO [common.LoggingManager logSecurity] [SECURITY] Sending authentication request to server
2025-06-23 17:00:06.689 INFO [client.Client login] Logged in as: Pramitha
2025-06-23 17:00:06.690 INFO [common.LoggingManager logSecurity] [SECURITY] Authentication successful for user: Pramitha
2025-06-23 17:00:06.691 INFO [client.TransferHistory loadHistory] Loaded 3 transfer records from data/Pramitha_transfer_history.dat
2025-06-23 17:00:06.691 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Loaded transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.692 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Loaded transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.692 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Loaded transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.302 INFO [client.Client initiateFileTransfer] Using public key of receiver: Jayasooriya
2025-06-23 17:00:33.331 INFO [client.TransferHistory saveHistory] Transfer history saved to data/Pramitha_transfer_history.dat
2025-06-23 17:00:33.331 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Saved transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.332 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Saved transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.333 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Saved transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.333 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Saved transfer record: File: NS3_report_revised.pdf, Status: IN_PROGRESS, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.337 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Starting file transfer: File: NS3_report_revised.pdf, Size: 1044455 bytes
2025-06-23 17:00:34.125 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 56 of 255
2025-06-23 17:00:34.138 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 57 of 255
2025-06-23 17:00:34.151 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 58 of 255
2025-06-23 17:00:34.164 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 59 of 255
2025-06-23 17:00:34.175 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 60 of 255
2025-06-23 17:00:34.188 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 61 of 255
2025-06-23 17:00:34.201 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 62 of 255
2025-06-23 17:00:34.214 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 63 of 255
2025-06-23 17:00:34.227 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 64 of 255
2025-06-23 17:00:34.237 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 65 of 255
2025-06-23 17:00:34.250 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 66 of 255
2025-06-23 17:00:34.262 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 67 of 255
2025-06-23 17:00:34.275 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 68 of 255
2025-06-23 17:00:34.288 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 69 of 255
2025-06-23 17:00:34.300 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 70 of 255
2025-06-23 17:00:34.313 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 71 of 255
2025-06-23 17:00:34.326 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 72 of 255
2025-06-23 17:00:34.338 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 73 of 255
2025-06-23 17:00:34.352 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 74 of 255
2025-06-23 17:00:34.364 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 75 of 255
2025-06-23 17:00:34.375 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 76 of 255
2025-06-23 17:00:34.388 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 77 of 255
2025-06-23 17:00:34.401 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 78 of 255
2025-06-23 17:00:34.413 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 79 of 255
2025-06-23 17:00:34.426 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 80 of 255
2025-06-23 17:00:34.438 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 81 of 255
2025-06-23 17:00:34.451 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 82 of 255
2025-06-23 17:00:34.462 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 83 of 255
2025-06-23 17:00:34.475 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 84 of 255
2025-06-23 17:00:34.488 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 85 of 255
2025-06-23 17:00:34.501 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 86 of 255
2025-06-23 17:00:34.514 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 87 of 255
2025-06-23 17:00:34.525 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 88 of 255
2025-06-23 17:00:34.538 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 89 of 255
2025-06-23 17:00:34.551 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 90 of 255
2025-06-23 17:00:34.564 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 91 of 255
2025-06-23 17:00:34.574 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 92 of 255
2025-06-23 17:00:34.587 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 93 of 255
2025-06-23 17:00:34.598 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 94 of 255
2025-06-23 17:00:34.610 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 95 of 255
2025-06-23 17:00:34.621 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 96 of 255
2025-06-23 17:00:34.633 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 97 of 255
2025-06-23 17:00:34.645 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 98 of 255
2025-06-23 17:00:34.658 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 99 of 255
2025-06-23 17:00:34.671 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 100 of 255
2025-06-23 17:00:34.684 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 101 of 255
2025-06-23 17:00:34.697 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 102 of 255
2025-06-23 17:00:34.709 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 103 of 255
2025-06-23 17:00:34.722 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 104 of 255
2025-06-23 17:00:34.735 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 105 of 255
2025-06-23 17:00:34.747 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 106 of 255
2025-06-23 17:00:34.759 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 107 of 255
2025-06-23 17:00:34.772 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 108 of 255
2025-06-23 17:00:34.784 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 109 of 255
2025-06-23 17:00:34.797 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 110 of 255
2025-06-23 17:00:34.808 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 111 of 255
2025-06-23 17:00:34.821 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 112 of 255
2025-06-23 17:00:34.832 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 113 of 255
2025-06-23 17:00:34.845 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 114 of 255
2025-06-23 17:00:34.858 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 115 of 255
2025-06-23 17:00:34.869 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 116 of 255
2025-06-23 17:00:34.882 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 117 of 255
2025-06-23 17:00:34.894 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 118 of 255
2025-06-23 17:00:34.908 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 119 of 255
2025-06-23 17:00:34.921 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 120 of 255
2025-06-23 17:00:34.933 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 121 of 255
2025-06-23 17:00:34.946 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 122 of 255
2025-06-23 17:00:34.959 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 123 of 255
2025-06-23 17:00:34.970 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 124 of 255
2025-06-23 17:00:34.983 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 125 of 255
2025-06-23 17:00:34.996 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 126 of 255
2025-06-23 17:00:35.009 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 127 of 255
2025-06-23 17:00:35.020 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 128 of 255
2025-06-23 17:00:35.032 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 129 of 255
2025-06-23 17:00:35.042 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 130 of 255
2025-06-23 17:00:35.055 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 131 of 255
2025-06-23 17:00:35.067 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 132 of 255
2025-06-23 17:00:35.080 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 133 of 255
2025-06-23 17:00:35.092 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 134 of 255
2025-06-23 17:00:35.105 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 135 of 255
2025-06-23 17:00:35.118 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 136 of 255
2025-06-23 17:00:35.131 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 137 of 255
2025-06-23 17:00:35.143 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 138 of 255
2025-06-23 17:00:35.156 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 139 of 255
2025-06-23 17:00:35.169 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 140 of 255
2025-06-23 17:00:35.182 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 141 of 255
2025-06-23 17:00:35.192 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 142 of 255
2025-06-23 17:00:35.205 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 143 of 255
2025-06-23 17:00:35.217 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 144 of 255
2025-06-23 17:00:35.230 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 145 of 255
2025-06-23 17:00:35.242 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 146 of 255
2025-06-23 17:00:35.253 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 147 of 255
2025-06-23 17:00:35.265 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 148 of 255
2025-06-23 17:00:35.278 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 149 of 255
2025-06-23 17:00:35.291 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 150 of 255
2025-06-23 17:00:35.304 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 151 of 255
2025-06-23 17:00:35.317 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 152 of 255
2025-06-23 17:00:35.330 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 153 of 255
2025-06-23 17:00:35.341 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 154 of 255
2025-06-23 17:00:35.354 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 155 of 255
2025-06-23 17:00:35.367 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 156 of 255
2025-06-23 17:00:35.380 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 157 of 255
2025-06-23 17:00:35.392 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 158 of 255
2025-06-23 17:00:35.405 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 159 of 255
2025-06-23 17:00:35.418 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 160 of 255
2025-06-23 17:00:35.431 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 161 of 255
2025-06-23 17:00:35.442 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 162 of 255
2025-06-23 17:00:35.455 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 163 of 255
2025-06-23 17:00:35.468 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 164 of 255
2025-06-23 17:00:35.478 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 165 of 255
2025-06-23 17:00:35.491 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 166 of 255
2025-06-23 17:00:35.505 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 167 of 255
2025-06-23 17:00:35.518 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 168 of 255
2025-06-23 17:00:35.531 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 169 of 255
2025-06-23 17:00:35.544 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 170 of 255
2025-06-23 17:00:35.557 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 171 of 255
2025-06-23 17:00:35.568 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 172 of 255
2025-06-23 17:00:35.581 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 173 of 255
2025-06-23 17:00:35.594 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 174 of 255
2025-06-23 17:00:35.607 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 175 of 255
2025-06-23 17:00:35.620 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 176 of 255
2025-06-23 17:00:35.633 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 177 of 255
2025-06-23 17:00:35.644 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 178 of 255
2025-06-23 17:00:35.655 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 179 of 255
2025-06-23 17:00:35.667 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 180 of 255
2025-06-23 17:00:35.679 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 181 of 255
2025-06-23 17:00:35.692 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 182 of 255
2025-06-23 17:00:35.705 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 183 of 255
2025-06-23 17:00:35.716 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 184 of 255
2025-06-23 17:00:35.728 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 185 of 255
2025-06-23 17:00:35.741 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 186 of 255
2025-06-23 17:00:35.753 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 187 of 255
2025-06-23 17:00:35.766 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 188 of 255
2025-06-23 17:00:35.779 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 189 of 255
2025-06-23 17:00:35.792 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 190 of 255
2025-06-23 17:00:35.805 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 191 of 255
2025-06-23 17:00:35.818 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 192 of 255
2025-06-23 17:00:35.831 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 193 of 255
2025-06-23 17:00:35.843 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 194 of 255
